station,date,prcp,tobs
USC00513117,5/13/2014,0.13,71
USC00513117,5/14/2014,0,69
USC00513117,5/15/2014,0,73
USC00513117,5/16/2014,0.55,70
USC00513117,5/17/2014,0.12,75
USC00513117,5/18/2014,0.2,79
USC00513117,5/19/2014,0,69
USC00513117,5/20/2014,0.05,72
USC00513117,5/21/2014,0,74
USC00513117,5/22/2014,0,74
USC00513117,5/23/2014,0.15,73
USC00513117,5/24/2014,0.01,74
USC00513117,5/25/2014,0.86,75
USC00513117,5/26/2014,0.28,75
USC00513117,5/27/2014,0.08,74
USC00513117,5/28/2014,0.14,76
USC00513117,5/29/2014,0.02,74
USC00513117,5/30/2014,0.05,74
USC00513117,5/31/2014,0.01,77
USC00513117,6/1/2014,0,77
USC00513117,6/2/2014,0,74
USC00513117,6/3/2014,0,73
USC00513117,6/4/2014,0,75
USC00513117,6/5/2014,0,75
USC00513117,6/6/2014,0.13,74
USC00513117,6/7/2014,0.01,74
USC00513117,6/8/2014,0.02,75
USC00513117,6/9/2014,0.02,75
USC00513117,6/10/2014,0.1,72
USC00513117,6/11/2014,0.15,74
USC00513117,6/12/2014,0,76
USC00513117,6/13/2014,0,76
USC00513117,6/14/2014,0,75
USC00513117,6/15/2014,0.01,75
USC00513117,6/16/2014,0.12,74
USC00513117,6/17/2014,0.05,72
USC00513117,6/18/2014,0.07,74
USC00513117,6/19/2014,0,75
USC00513117,6/20/2014,0.29,70
USC00513117,6/21/2014,0.06,71
USC00513117,6/22/2014,0.15,72
USC00513117,6/23/2014,0.15,71
USC00513117,6/24/2014,0.1,73
USC00513117,6/25/2014,0.04,74
USC00513117,6/26/2014,0.04,72
USC00513117,6/27/2014,0.02,74
USC00513117,6/28/2014,0.25,76
USC00513117,6/29/2014,0.18,72
USC00513117,6/30/2014,0.03,75
USC00513117,7/1/2014,0.01,75
USC00513117,7/2/2014,0.02,76
USC00513117,7/3/2014,0.19,77
USC00513117,7/4/2014,0.03,78
USC00513117,7/5/2014,0.02,73
USC00513117,7/6/2014,0.21,76
USC00513117,7/7/2014,0.12,76
USC00513117,7/8/2014,0.08,75
USC00513117,7/9/2014,0.01,73
USC00513117,7/10/2014,0.02,74
USC00513117,7/11/2014,0.04,73
USC00513117,7/12/2014,0.01,76
USC00513117,7/13/2014,0.05,77
USC00513117,7/14/2014,0.19,77
USC00513117,7/15/2014,0.03,76
USC00513117,7/16/2014,0.12,76
USC00513117,7/17/2014,0.01,75
USC00513117,7/18/2014,0.13,75
USC00513117,7/19/2014,0,76
USC00513117,7/20/2014,5.98,72
USC00513117,7/21/2014,0.05,82
USC00513117,7/22/2014,0.01,75
USC00513117,7/23/2014,0.31,76
USC00513117,7/24/2014,0,77
USC00513117,7/25/2014,0,75
USC00513117,7/26/2014,0.02,77
USC00513117,7/27/2014,0.04,78
USC00513117,7/28/2014,0,76
USC00513117,7/29/2014,0,76
USC00513117,7/30/2014,0,76
USC00513117,7/31/2014,0,76
USC00513117,8/1/2014,0,77
USC00513117,8/2/2014,0.1,77
USC00513117,8/3/2014,0,77
USC00513117,8/4/2014,0,78
USC00513117,8/5/2014,0,77
USC00513117,8/6/2014,0.04,74
USC00513117,8/7/2014,0.03,75
USC00513117,8/8/2014,0.08,76
USC00513117,8/9/2014,0.31,77
USC00513117,8/10/2014,0.06,79
USC00513117,8/11/2014,0,72
USC00513117,8/12/2014,0,75
USC00513117,8/13/2014,0.37,74
USC00513117,8/14/2014,0,78
USC00513117,8/15/2014,0.01,77
USC00513117,8/16/2014,0.03,76
USC00513117,8/17/2014,0,80
USC00513117,8/18/2014,0.06,77
USC00513117,8/19/2014,0,76
USC00513117,8/20/2014,0.08,76
USC00513117,8/21/2014,0.11,75
USC00513117,8/22/2014,0.18,77
USC00513117,8/23/2014,0.01,76
USC00513117,8/24/2014,0.19,84
USC00513117,8/25/2014,0.07,74
USC00513117,8/26/2014,0.33,72
USC00513117,8/27/2014,0.47,74
USC00513117,8/28/2014,0.01,73
USC00513117,8/29/2014,0.06,72
USC00513117,8/30/2014,0.27,84
USC00513117,8/31/2014,0.01,74
USC00513117,9/1/2014,0.02,75
USC00513117,9/2/2014,1.37,73
USC00513117,9/3/2014,0.02,77
USC00513117,9/7/2014,0.29,76
USC00513117,9/8/2014,0,76
USC00513117,9/9/2014,0.03,74
USC00513117,9/10/2014,0.04,77
USC00513117,9/11/2014,0,76
USC00513117,9/12/2014,0.01,73
USC00513117,9/13/2014,0,80
USC00513117,9/14/2014,0,85
USC00513117,9/15/2014,0.36,74
USC00513117,9/16/2014,0,78
USC00513117,9/17/2014,0.02,75
USC00513117,9/18/2014,0.2,74
USC00513117,9/19/2014,0.13,73
USC00513117,9/20/2014,0.23,76
USC00513117,9/21/2014,0,76
USC00513117,9/22/2014,0.01,78
USC00513117,9/23/2014,0.03,77
USC00513117,9/24/2014,0,78
USC00513117,9/25/2014,0.14,78
USC00513117,9/26/2014,0.3,77
USC00513117,9/27/2014,0.02,78
USC00513117,9/28/2014,0.23,74
USC00513117,9/29/2014,0.22,75
USC00513117,9/30/2014,0.31,73
USC00513117,10/1/2014,1.71,73
USC00513117,10/2/2014,0.01,75
USC00513117,10/3/2014,0.01,78
USC00513117,10/4/2014,0.33,74
USC00513117,10/5/2014,0.64,74
USC00513117,10/6/2014,0.26,74
USC00513117,10/7/2014,0,75
USC00513117,10/8/2014,0.13,74
USC00513117,10/9/2014,0.01,76
USC00513117,10/10/2014,0.08,78
USC00513117,10/11/2014,0.02,77
USC00513117,10/13/2014,0,78
USC00513117,10/14/2014,0,78
USC00513117,10/15/2014,0.1,76
USC00513117,10/16/2014,0.01,79
USC00513117,10/17/2014,0.02,76
USC00513117,10/18/2014,0.21,80
USC00513117,10/19/2014,2.06,74
USC00513117,10/20/2014,1.84,76
USC00513117,10/21/2014,0,75
USC00513117,10/22/2014,0.02,77
USC00513117,10/23/2014,0,74
USC00513117,10/24/2014,0.41,74
USC00513117,10/25/2014,0.05,77
USC00513117,10/26/2014,0,77
USC00513117,10/27/2014,0,77
USC00513117,10/28/2014,0.06,73
USC00513117,10/29/2014,0,77
USC00513117,10/30/2014,0.22,76
USC00513117,10/31/2014,0.02,76
USC00513117,11/1/2014,0.11,77
USC00513117,11/2/2014,0.11,75
USC00513117,11/3/2014,0.03,78
USC00513117,11/4/2014,0,74
USC00513117,11/5/2014,0.05,77
USC00513117,11/6/2014,0.18,76
USC00513117,11/7/2014,0.14,72
USC00513117,11/8/2014,0.46,74
USC00513117,11/9/2014,0,67
USC00513117,11/10/2014,0,68
USC00513117,11/11/2014,0,68
USC00513117,11/12/2014,0.41,70
USC00513117,11/13/2014,0,71
USC00513117,11/14/2014,0.09,75
USC00513117,11/15/2014,1.03,71
USC00513117,11/16/2014,0.09,72
USC00513117,11/17/2014,0,75
USC00513117,11/18/2014,0,76
USC00513117,11/19/2014,0.01,75
USC00513117,11/20/2014,0.01,76
USC00513117,11/21/2014,0.01,81
USC00513117,11/22/2014,0,76
USC00513117,11/23/2014,0,72
USC00513117,11/24/2014,0.13,71
USC00513117,11/25/2014,0.05,70
USC00513117,11/26/2014,0.01,73
USC00513117,11/27/2014,0,74
USC00513117,11/28/2014,0.01,73
USC00513117,11/29/2014,0.02,74
USC00513117,11/30/2014,0.15,73
USC00513117,12/1/2014,0,72
USC00513117,12/2/2014,0,71
USC00513117,12/3/2014,0.05,69
USC00513117,12/4/2014,1.35,67
USC00513117,12/5/2014,0.01,70
USC00513117,12/6/2014,0,72
USC00513117,12/7/2014,0,67
USC00513117,12/8/2014,0,67
USC00513117,12/9/2014,0,69
USC00513117,12/10/2014,0,67
USC00513117,12/11/2014,0.05,74
USC00513117,12/12/2014,0.12,70
USC00513117,12/13/2014,0.03,73
USC00513117,12/14/2014,0.11,71
USC00513117,12/15/2014,0,71
USC00513117,12/16/2014,0.03,71
USC00513117,12/17/2014,0.14,71
USC00513117,12/18/2014,0.09,72
USC00513117,12/19/2014,0.01,76
USC00513117,12/20/2014,0,78
USC00513117,12/21/2014,0,76
USC00513117,12/22/2014,0,73
USC00513117,12/23/2014,1.1,70
USC00513117,12/24/2014,1.24,68
USC00513117,12/25/2014,0.09,77
USC00513117,12/26/2014,0,66
USC00513117,12/27/2014,0,65
USC00513117,12/28/2014,0,69
USC00513117,12/29/2014,0,69
USC00513117,12/30/2014,0,66
USC00513117,12/31/2014,0.72,64
USC00513117,1/1/2015,0.01,64
USC00513117,1/2/2015,0.01,64
USC00513117,1/3/2015,1.46,63
USC00513117,1/4/2015,0.02,66
USC00513117,1/5/2015,0,60
USC00513117,1/6/2015,0.07,69
USC00513117,1/7/2015,0,68
USC00513117,1/8/2015,0,67
USC00513117,1/9/2015,0,68
USC00513117,1/10/2015,0.04,69
USC00513117,1/11/2015,0,66
USC00513117,1/12/2015,0,64
USC00513117,1/13/2015,0,64
USC00513117,1/14/2015,0,68
USC00513117,1/15/2015,0,69
USC00513117,1/16/2015,0.01,71
USC00513117,1/17/2015,0,70
USC00513117,1/18/2015,0,69
USC00513117,1/19/2015,0,70
USC00513117,1/20/2015,0,67
USC00513117,1/21/2015,0,68
USC00513117,1/22/2015,0,67
USC00513117,1/23/2015,0,74
USC00513117,1/24/2015,0.09,69
USC00513117,1/25/2015,0.46,67
USC00513117,1/26/2015,0.73,70
USC00513117,1/27/2015,0.01,71
USC00513117,1/28/2015,0.09,68
USC00513117,1/29/2015,0,72
USC00513117,1/30/2015,0.02,65
USC00513117,1/31/2015,0,66
USC00513117,2/1/2015,0,66
USC00513117,2/2/2015,0,72
USC00513117,2/3/2015,0,77
USC00513117,2/4/2015,0.77,74
USC00513117,2/5/2015,0,70
USC00513117,2/6/2015,0,68
USC00513117,2/7/2015,0,65
USC00513117,2/8/2015,0,62
USC00513117,2/9/2015,0,74
USC00513117,2/10/2015,0.1,70
USC00513117,2/11/2015,0,70
USC00513117,2/12/2015,0,65
USC00513117,2/13/2015,0,73
USC00513117,2/14/2015,0.13,76
USC00513117,2/15/2015,0.8,61
USC00513117,2/16/2015,0,64
USC00513117,2/17/2015,0,68
USC00513117,2/18/2015,0,68
USC00513117,2/19/2015,0,70
USC00513117,2/20/2015,0.02,70
USC00513117,2/21/2015,0.76,69
USC00513117,2/22/2015,0,70
USC00513117,2/23/2015,0,73
USC00513117,2/24/2015,0,71
USC00513117,2/25/2015,0,72
USC00513117,2/26/2015,0.06,71
USC00513117,2/27/2015,0.08,70
USC00513117,2/28/2015,0.25,69
USC00513117,3/1/2015,0.27,72
USC00513117,3/2/2015,0.04,72
USC00513117,3/3/2015,0.02,73
USC00513117,3/4/2015,0.06,72
USC00513117,3/5/2015,0.52,69
USC00513117,3/6/2015,0.06,68
USC00513117,3/7/2015,0,68
USC00513117,3/8/2015,0.01,65
USC00513117,3/9/2015,0,64
USC00513117,3/10/2015,0.03,63
USC00513117,3/11/2015,0,65
USC00513117,3/12/2015,0,65
USC00513117,3/13/2015,0.02,62
USC00513117,3/14/2015,0,67
USC00513117,3/15/2015,0,69
USC00513117,3/16/2015,0.01,65
USC00513117,3/17/2015,0,63
USC00513117,3/18/2015,0,65
USC00513117,3/19/2015,0,67
USC00513117,3/20/2015,0.11,70
USC00513117,3/21/2015,0.08,71
USC00513117,3/22/2015,0.05,73
USC00513117,3/23/2015,0,72
USC00513117,3/24/2015,0,68
USC00513117,3/25/2015,0.02,69
USC00513117,3/26/2015,0.06,70
USC00513117,3/27/2015,0,71
USC00513117,3/28/2015,0,74
USC00513117,3/29/2015,0.38,73
USC00513117,3/30/2015,0.02,71
USC00513117,3/31/2015,0.6,70
USC00513117,4/1/2015,0.24,73
USC00513117,4/2/2015,0.01,73
USC00513117,4/3/2015,0,74
USC00513117,4/4/2015,0,74
USC00513117,4/5/2015,0.06,74
USC00513117,4/6/2015,0,72
USC00513117,4/7/2015,0,73
USC00513117,4/8/2015,0.19,72
USC00513117,4/9/2015,0.03,72
USC00513117,4/10/2015,0,71
USC00513117,4/11/2015,0,74
USC00513117,4/12/2015,0.09,73
USC00513117,4/13/2015,0.03,72
USC00513117,4/14/2015,0.01,73
USC00513117,4/15/2015,0.05,74
USC00513117,4/16/2015,0.04,72
USC00513117,4/17/2015,0.01,73
USC00513117,4/18/2015,0.02,74
USC00513117,4/19/2015,0,73
USC00513117,4/20/2015,0,73
USC00513117,4/21/2015,0.04,73
USC00513117,4/22/2015,0.1,69
USC00513117,4/23/2015,0.02,71
USC00513117,4/24/2015,0.04,76
USC00513117,4/25/2015,0.01,74
USC00513117,4/26/2015,0,75
USC00513117,4/27/2015,0.17,73
USC00513117,4/28/2015,0.09,73
USC00513117,4/29/2015,0.09,75
USC00513117,4/30/2015,0.03,76
USC00513117,5/1/2015,0.05,74
USC00513117,5/2/2015,0,73
USC00513117,5/4/2015,,77
USC00513117,5/5/2015,0.02,75
USC00513117,5/6/2015,0,74
USC00513117,5/7/2015,0,75
USC00513117,5/8/2015,0.04,76
USC00513117,5/9/2015,0.13,74
USC00513117,5/10/2015,0.05,73
USC00513117,5/11/2015,0.02,74
USC00513117,5/12/2015,0,73
USC00513117,5/13/2015,0,72
USC00513117,5/14/2015,0.1,73
USC00513117,5/15/2015,0.02,72
USC00513117,5/16/2015,0.02,76
USC00513117,5/17/2015,0.01,73
USC00513117,5/18/2015,0.27,73
USC00513117,5/19/2015,0.02,73
USC00513117,5/20/2015,0.03,72
USC00513117,5/21/2015,0.06,68
USC00513117,5/22/2015,0,68
USC00513117,5/23/2015,0.8,68
USC00513117,5/24/2015,0,72
USC00513117,5/25/2015,0.01,72
USC00513117,5/26/2015,0.08,67
USC00513117,5/27/2015,0.07,67
USC00513117,5/28/2015,1.29,68
USC00513117,5/29/2015,0.01,68
USC00513117,5/30/2015,0,70
USC00513117,5/31/2015,0.34,74
USC00513117,6/3/2015,,75
USC00513117,6/4/2015,0.27,72
USC00513117,6/5/2015,0,70
USC00513117,6/6/2015,0,76
USC00513117,6/7/2015,0,78
USC00513117,6/8/2015,0.1,72
USC00513117,6/9/2015,0.05,74
USC00513117,6/10/2015,0.07,74
USC00513117,6/11/2015,0.1,72
USC00513117,6/12/2015,0,71
USC00513117,6/13/2015,0,79
USC00513117,6/14/2015,0.07,79
USC00513117,6/15/2015,0,76
USC00513117,6/16/2015,0.14,75
USC00513117,6/17/2015,0.25,72
USC00513117,6/18/2015,0.14,74
USC00513117,6/19/2015,0.02,76
USC00513117,6/20/2015,0.04,76
USC00513117,6/21/2015,0.01,77
USC00513117,6/22/2015,0.01,75
USC00513117,6/23/2015,0.03,76
USC00513117,6/24/2015,0.14,75
USC00513117,6/25/2015,0.2,75
USC00513117,6/26/2015,0.1,76
USC00513117,6/27/2015,0.06,76
USC00513117,6/29/2015,,74
USC00513117,7/6/2015,0.01,78
USC00513117,7/8/2015,,77
USC00513117,7/9/2015,0.05,79
USC00513117,7/10/2015,0.29,77
USC00513117,7/11/2015,0.33,78
USC00513117,7/12/2015,0.3,77
USC00513117,7/13/2015,0.2,79
USC00513117,7/15/2015,,77
USC00513117,7/17/2015,,78
USC00513117,7/18/2015,0.07,78
USC00513117,7/19/2015,0.03,77
USC00513117,7/20/2015,0.03,77
USC00513117,8/1/2015,0.05,79
USC00513117,8/2/2015,0.02,80
USC00513117,8/3/2015,0.02,81
USC00513117,8/4/2015,0,77
USC00513117,8/5/2015,0.02,77
USC00513117,8/6/2015,0.27,77
USC00513117,8/7/2015,0.3,77
USC00513117,8/8/2015,0.27,76
USC00513117,8/10/2015,0.01,79
USC00513117,8/11/2015,0.02,79
USC00513117,8/12/2015,0.09,79
USC00513117,8/13/2015,0.19,77
USC00513117,8/14/2015,0.21,78
USC00513117,8/15/2015,0.02,83
USC00513117,8/17/2015,0.51,74
USC00513117,8/18/2015,0.24,74
USC00513117,8/19/2015,0.02,76
USC00513117,8/20/2015,0.08,79
USC00513117,8/21/2015,0.05,83
USC00513117,8/22/2015,0.65,77
USC00513117,8/23/2015,0.33,73
USC00513117,8/24/2015,0.23,76
USC00513117,8/25/2015,0.52,76
USC00513117,8/26/2015,1.03,76
USC00513117,8/27/2015,0,78
USC00513117,8/28/2015,0,85
USC00513117,8/29/2015,0.25,81
USC00513117,8/30/2015,0,78
USC00513117,9/1/2015,0.32,78
USC00513117,9/2/2015,0.28,79
USC00513117,9/3/2015,1.55,79
USC00513117,9/4/2015,0,83
USC00513117,9/5/2015,0,82
USC00513117,9/6/2015,0.71,76
USC00513117,9/7/2015,0.19,77
USC00513117,9/9/2015,,76
USC00513117,9/10/2015,0.06,78
USC00513117,9/11/2015,0.09,78
USC00513117,9/12/2015,2.7,80
USC00513117,9/13/2015,0.16,80
USC00513117,9/14/2015,0.63,78
USC00513117,9/15/2015,0.56,76
USC00513117,9/16/2015,0.06,79
USC00513117,9/17/2015,0.06,75
USC00513117,9/18/2015,0.08,78
USC00513117,9/19/2015,0,80
USC00513117,9/20/2015,0.07,80
USC00513117,9/21/2015,0.07,80
USC00513117,9/22/2015,0.32,80
USC00513117,9/23/2015,0.3,78
USC00513117,9/24/2015,0.01,79
USC00513117,9/25/2015,0,79
USC00513117,9/26/2015,0.36,79
USC00513117,9/27/2015,0.18,77
USC00513117,9/28/2015,0.17,77
USC00513117,9/29/2015,0.07,77
USC00513117,9/30/2015,0.17,80
USC00513117,10/1/2015,0,79
USC00513117,10/2/2015,0.02,76
USC00513117,10/3/2015,0,75
USC00513117,10/4/2015,0,78
USC00513117,10/5/2015,0.4,76
USC00513117,10/6/2015,0.22,75
USC00513117,10/7/2015,0.22,75
USC00513117,10/8/2015,0.05,75
USC00513117,10/9/2015,0.03,75
USC00513117,10/10/2015,0.11,74
USC00513117,10/11/2015,0.09,81
USC00513117,10/12/2015,1,77
USC00513117,10/13/2015,1.7,75
USC00513117,10/14/2015,1.21,75
USC00513117,10/15/2015,0.81,74
USC00513117,10/16/2015,0.73,73
USC00513117,10/17/2015,0.1,79
USC00513117,10/18/2015,0.03,81
USC00513117,10/19/2015,0.18,75
USC00513117,10/20/2015,0.2,74
USC00513117,10/21/2015,0.02,76
USC00513117,10/22/2015,0,75
USC00513117,10/23/2015,0.03,78
USC00513117,10/24/2015,0,74
USC00513117,10/25/2015,0.03,75
USC00513117,10/26/2015,0.04,77
USC00513117,10/27/2015,0.06,77
USC00513117,10/28/2015,0.27,72
USC00513117,10/29/2015,0.02,74
USC00513117,10/30/2015,0.02,74
USC00513117,10/31/2015,0.22,78
USC00513117,11/1/2015,0.33,81
USC00513117,11/2/2015,0,75
USC00513117,11/3/2015,0,82
USC00513117,11/4/2015,0.03,78
USC00513117,11/5/2015,0.12,76
USC00513117,11/6/2015,0.12,77
USC00513117,11/7/2015,0.12,76
USC00513117,11/8/2015,0.3,77
USC00513117,11/9/2015,0.11,76
USC00513117,11/10/2015,0.06,78
USC00513117,11/11/2015,0,79
USC00513117,11/12/2015,0.3,76
USC00513117,11/13/2015,0.1,75
USC00513117,11/14/2015,0.53,79
USC00513117,11/15/2015,0.08,79
USC00513117,11/16/2015,0,75
USC00513117,11/17/2015,0.1,70
USC00513117,11/18/2015,0.1,81
USC00513117,11/19/2015,0.18,77
USC00513117,11/20/2015,0.68,73
USC00513117,11/21/2015,1.61,75
USC00513117,11/22/2015,0.8,73
USC00513117,11/23/2015,0.48,74
USC00513117,11/24/2015,1.7,74
USC00513117,11/25/2015,0.11,71
USC00513117,11/26/2015,0.36,73
USC00513117,11/27/2015,0.91,75
USC00513117,11/28/2015,0.07,77
USC00513117,11/29/2015,0.02,78
USC00513117,11/30/2015,0.03,76
USC00513117,12/2/2015,0.03,74
USC00513117,12/3/2015,0.08,75
USC00513117,12/4/2015,0.01,80
USC00513117,12/5/2015,0.28,72
USC00513117,12/6/2015,0.52,73
USC00513117,12/7/2015,0,70
USC00513117,12/8/2015,0.08,69
USC00513117,12/9/2015,0.1,77
USC00513117,12/10/2015,0.08,74
USC00513117,12/11/2015,0,77
USC00513117,12/12/2015,0.62,72
USC00513117,12/13/2015,0,69
USC00513117,12/14/2015,0.69,69
USC00513117,12/15/2015,0.24,75
USC00513117,12/16/2015,0.08,75
USC00513117,12/17/2015,0.13,72
USC00513117,12/18/2015,0.28,73
USC00513117,12/19/2015,0.36,78
USC00513117,12/20/2015,0.2,75
USC00513117,12/21/2015,0.03,75
USC00513117,12/22/2015,0.01,74
USC00513117,12/23/2015,0.11,73
USC00513117,12/24/2015,0,70
USC00513117,12/25/2015,0.52,70
USC00513117,12/26/2015,0.19,72
USC00513117,12/27/2015,0.25,74
USC00513117,12/28/2015,0.4,74
USC00513117,12/29/2015,0.11,67
USC00513117,12/30/2015,0.03,74
USC00513117,12/31/2015,0.06,70
USC00513117,1/1/2016,0.02,63
USC00513117,1/2/2016,0.01,73
USC00513117,1/3/2016,0,71
USC00513117,1/4/2016,0,72
USC00513117,1/5/2016,0.19,68
USC00513117,1/6/2016,0.3,70
USC00513117,1/7/2016,0.03,71
USC00513117,1/8/2016,0.01,69
USC00513117,1/9/2016,0,71
USC00513117,1/10/2016,0.01,72
USC00513117,1/11/2016,0.01,72
USC00513117,1/12/2016,0.03,66
USC00513117,1/13/2016,0,77
USC00513117,1/14/2016,0,66
USC00513117,1/15/2016,0,71
USC00513117,1/16/2016,0.03,72
USC00513117,1/17/2016,0.02,67
USC00513117,1/18/2016,0,67
USC00513117,1/19/2016,0,73
USC00513117,1/20/2016,0.02,67
USC00513117,1/21/2016,0.27,75
USC00513117,1/22/2016,0.01,70
USC00513117,1/23/2016,0,71
USC00513117,1/24/2016,0,70
USC00513117,1/25/2016,0.13,70
USC00513117,1/26/2016,0.16,77
USC00513117,1/27/2016,0,71
USC00513117,1/28/2016,0,68
USC00513117,1/29/2016,0,69
USC00513117,1/30/2016,0,67
USC00513117,1/31/2016,0,72
USC00513117,2/1/2016,0,78
USC00513117,2/2/2016,0.41,68
USC00513117,2/3/2016,0.25,71
USC00513117,2/4/2016,0,70
USC00513117,2/5/2016,0,70
USC00513117,2/6/2016,0,75
USC00513117,2/7/2016,0.16,71
USC00513117,2/8/2016,0,74
USC00513117,2/9/2016,0,66
USC00513117,2/10/2016,0,63
USC00513117,2/11/2016,0,72
USC00513117,2/12/2016,0.07,74
USC00513117,2/13/2016,0.02,75
USC00513117,2/14/2016,0,74
USC00513117,2/15/2016,0,79
USC00513117,2/16/2016,0.05,75
USC00513117,2/17/2016,0.1,73
USC00513117,2/18/2016,0.02,74
USC00513117,2/19/2016,0.11,69
USC00513117,2/20/2016,0.07,76
USC00513117,2/21/2016,0.09,74
USC00513117,2/22/2016,0.05,74
USC00513117,2/23/2016,0,65
USC00513117,2/24/2016,0,75
USC00513117,2/25/2016,0,72
USC00513117,2/26/2016,0.38,77
USC00513117,2/27/2016,0.08,76
USC00513117,2/28/2016,0,80
USC00513117,2/29/2016,0,79
USC00513117,3/1/2016,0,73
USC00513117,3/2/2016,0,71
USC00513117,3/3/2016,0,72
USC00513117,3/4/2016,0,67
USC00513117,3/5/2016,0,66
USC00513117,3/6/2016,0,69
USC00513117,3/7/2016,0,70
USC00513117,3/8/2016,0.02,75
USC00513117,3/9/2016,0.15,74
USC00513117,3/10/2016,0,70
USC00513117,3/11/2016,0.06,70
USC00513117,3/12/2016,0,73
USC00513117,3/13/2016,0,72
USC00513117,3/14/2016,0,72
USC00513117,3/15/2016,0.3,66
USC00513117,3/16/2016,0.41,71
USC00513117,3/17/2016,0.02,69
USC00513117,3/18/2016,0.03,70
USC00513117,3/19/2016,0.02,70
USC00513117,3/20/2016,0,72
USC00513117,3/21/2016,0.06,71
USC00513117,3/22/2016,0,69
USC00513117,3/23/2016,1.78,66
USC00513117,3/24/2016,0.02,68
USC00513117,3/25/2016,1.9,70
USC00513117,3/26/2016,0.87,67
USC00513117,3/27/2016,0.01,67
USC00513117,3/28/2016,0,68
USC00513117,3/29/2016,0.01,72
USC00513117,3/30/2016,0.02,66
USC00513117,3/31/2016,0,69
USC00513117,4/1/2016,0,71
USC00513117,4/2/2016,0.02,71
USC00513117,4/3/2016,0,73
USC00513117,4/4/2016,0,75
USC00513117,4/5/2016,0.2,69
USC00513117,4/6/2016,0.1,70
USC00513117,4/7/2016,0.12,68
USC00513117,4/8/2016,0.02,72
USC00513117,4/9/2016,0.66,72
USC00513117,4/10/2016,0.02,68
USC00513117,4/11/2016,0.08,72
USC00513117,4/12/2016,0.02,74
USC00513117,4/13/2016,0.05,75
USC00513117,4/14/2016,0.06,74
USC00513117,4/15/2016,0,75
USC00513117,4/16/2016,0.04,73
USC00513117,4/17/2016,0.17,69
USC00513117,4/18/2016,0.4,69
USC00513117,4/19/2016,0.02,70
USC00513117,4/20/2016,0,73
USC00513117,4/21/2016,0.01,73
USC00513117,4/22/2016,0,74
USC00513117,4/23/2016,0.21,71
USC00513117,4/24/2016,0.11,75
USC00513117,4/25/2016,0.06,76
USC00513117,4/26/2016,0.01,76
USC00513117,4/27/2016,0.05,74
USC00513117,4/28/2016,0,75
USC00513117,4/29/2016,0,75
USC00513117,4/30/2016,0,74
USC00513117,5/1/2016,0.04,75
USC00513117,5/2/2016,0,74
USC00513117,5/3/2016,0.02,74
USC00513117,5/4/2016,0.12,74
USC00513117,5/5/2016,0.6,77
USC00513117,5/6/2016,0.22,70
USC00513117,5/7/2016,1.53,69
USC00513117,5/8/2016,0.8,68
USC00513117,5/9/2016,0.1,73
USC00513117,5/10/2016,0.15,72
USC00513117,5/11/2016,0.02,72
USC00513117,5/12/2016,0,68
USC00513117,5/13/2016,0,68
USC00513117,5/14/2016,0.18,72
USC00513117,5/15/2016,0.02,74
USC00513117,5/16/2016,0,75
USC00513117,5/17/2016,0.03,75
USC00513117,5/18/2016,0.05,74
USC00513117,5/19/2016,0.05,75
USC00513117,5/20/2016,0.15,75
USC00513117,5/21/2016,0.08,75
USC00513117,5/22/2016,0,75
USC00513117,5/23/2016,0,75
USC00513117,5/24/2016,0,75
USC00513117,5/25/2016,0,74
USC00513117,5/26/2016,0.8,72
USC00513117,5/27/2016,0.05,76
USC00513117,5/28/2016,0,76
USC00513117,5/29/2016,0,71
USC00513117,5/30/2016,0.03,72
USC00513117,5/31/2016,0.18,72
USC00513117,6/1/2016,0.89,70
USC00513117,6/2/2016,0.15,69
USC00513117,6/3/2016,0.16,70
USC00513117,6/4/2016,0,68
USC00513117,6/5/2016,0.63,70
USC00513117,6/6/2016,0.36,74
USC00513117,6/7/2016,0.4,75
USC00513117,6/8/2016,0,74
USC00513117,6/9/2016,0.21,71
USC00513117,6/10/2016,0.06,73
USC00513117,6/11/2016,0.02,75
USC00513117,6/12/2016,0.04,74
USC00513117,6/13/2016,0.08,76
USC00513117,6/14/2016,0.06,76
USC00513117,6/15/2016,0.18,76
USC00513117,6/16/2016,0.03,76
USC00513117,6/17/2016,0.16,75
USC00513117,6/18/2016,0.3,75
USC00513117,6/19/2016,0.02,75
USC00513117,6/20/2016,0.16,74
USC00513117,6/21/2016,0.03,73
USC00513117,6/22/2016,0.01,76
USC00513117,6/23/2016,0.25,74
USC00513117,6/24/2016,0.02,78
USC00513117,6/25/2016,0.8,71
USC00513117,6/26/2016,0.06,75
USC00513117,6/27/2016,0.06,75
USC00513117,6/28/2016,0.02,74
USC00513117,6/29/2016,0.03,77
USC00513117,6/30/2016,0,77
USC00513117,7/1/2016,0,76
USC00513117,7/2/2016,0,77
USC00513117,7/3/2016,0,77
USC00513117,7/4/2016,0.14,76
USC00513117,7/5/2016,0.05,75
USC00513117,7/6/2016,0.49,74
USC00513117,7/7/2016,0.05,75
USC00513117,7/8/2016,0.03,76
USC00513117,7/9/2016,0,76
USC00513117,7/10/2016,0.14,75
USC00513117,7/11/2016,0.11,73
USC00513117,7/12/2016,0.05,77
USC00513117,7/13/2016,0.06,74
USC00513117,7/14/2016,0.43,75
USC00513117,7/15/2016,0.23,74
